time,price_dayahead
2019-12-31 23:00:00+00:00,38.19536318882159
2020-01-01 00:00:00+00:00,39.56227705557353
2020-01-01 01:00:00+00:00,34.29471677228429
2020-01-01 02:00:00+00:00,32.97035630284371
2020-01-01 03:00:00+00:00,23.69617618848489
2020-01-01 04:00:00+00:00,25.278545716308432
2020-01-01 05:00:00+00:00,25.197534807504763
2020-01-01 06:00:00+00:00,28.168993092966325
2020-01-01 07:00:00+00:00,21.633806032633334
2020-01-01 08:00:00+00:00,30.78232982047576
2020-01-01 09:00:00+00:00,23.527818382501902
2020-01-01 10:00:00+00:00,19.94386411672521
2020-01-01 11:00:00+00:00,28.11860273407329
2020-01-01 12:00:00+00:00,22.383457185237404
2020-01-01 13:00:00+00:00,19.25273069237777
2020-01-01 14:00:00+00:00,30.072145864343323
2020-01-01 15:00:00+00:00,43.86377997543498
2020-01-01 16:00:00+00:00,37.37000649544746
2020-01-01 17:00:00+00:00,53.03156592526653
2020-01-01 18:00:00+00:00,40.42805485437642
2020-01-01 19:00:00+00:00,33.50951306579642
2020-01-01 20:00:00+00:00,33.481805230360436
2020-01-01 21:00:00+00:00,28.113367912950547
2020-01-01 22:00:00+00:00,30.892060278517402
2020-01-01 23:00:00+00:00,43.44192226015836
2020-01-02 00:00:00+00:00,31.315449970146794
2020-01-02 01:00:00+00:00,36.75538788480976
2020-01-02 02:00:00+00:00,28.093487456611125
2020-01-02 03:00:00+00:00,24.712828411721187
2020-01-02 04:00:00+00:00,23.86460336840182
2020-01-02 05:00:00+00:00,37.40779121825631
2020-01-02 06:00:00+00:00,37.136787152354636
2020-01-02 07:00:00+00:00,43.66416435740238
2020-01-02 08:00:00+00:00,39.5974217115269
2020-01-02 09:00:00+00:00,45.41173888308394
2020-01-02 10:00:00+00:00,45.19252218512206
2020-01-02 11:00:00+00:00,31.973055867301486
2020-01-02 12:00:00+00:00,47.29368949382614
2020-01-02 13:00:00+00:00,53.52498020341655
2020-01-02 14:00:00+00:00,40.9871471559765
2020-01-02 15:00:00+00:00,46.1346654055568
2020-01-02 16:00:00+00:00,34.258909942018064
2020-01-02 17:00:00+00:00,55.48312179112497
2020-01-02 18:00:00+00:00,20.919070703301088
2020-01-02 19:00:00+00:00,44.68647665841616
2020-01-02 20:00:00+00:00,24.555290432995537
2020-01-02 21:00:00+00:00,25.495457613456637
2020-01-02 22:00:00+00:00,43.391785222829554
2020-01-02 23:00:00+00:00,30.66630950246619
2020-01-03 00:00:00+00:00,35.00488242440565
2020-01-03 01:00:00+00:00,44.508108087153445
2020-01-03 02:00:00+00:00,27.35616427985603
2020-01-03 03:00:00+00:00,29.93944419189552
2020-01-03 04:00:00+00:00,33.1544368610023
2020-01-03 05:00:00+00:00,39.69963936973075
2020-01-03 06:00:00+00:00,56.758796788737996
2020-01-03 07:00:00+00:00,48.84969602080324
2020-01-03 08:00:00+00:00,61.01180185775965
2020-01-03 09:00:00+00:00,45.85206277217442
2020-01-03 10:00:00+00:00,43.05076833443635
2020-01-03 11:00:00+00:00,54.15242733176394
2020-01-03 12:00:00+00:00,54.851585204659614
2020-01-03 13:00:00+00:00,32.33528781712083
2020-01-03 14:00:00+00:00,39.463272102150746
2020-01-03 15:00:00+00:00,49.20080731812578
2020-01-03 16:00:00+00:00,30.42080921200172
2020-01-03 17:00:00+00:00,39.190798799577834
2020-01-03 18:00:00+00:00,38.06974674238585
2020-01-03 19:00:00+00:00,46.95583016401087
2020-01-03 20:00:00+00:00,61.2298295507735
2020-01-03 21:00:00+00:00,35.433184149652504
2020-01-03 22:00:00+00:00,36.77531433718506
2020-01-03 23:00:00+00:00,38.03270967697191
2020-01-04 00:00:00+00:00,28.035782996243004
